,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
everybody,-0.3649,-0.0132,0.213,-0.4052,1.0934,-0.5438000000000001,-0.31470000000000004,0.4224,-0.1612,0.25720000000000004,-0.2172,0.2964,-0.792,-0.027700000000000002,1.1767,0.4937,0.665,0.4743,0.3166,-0.8194,-0.5176000000000001,0.8764000000000001,0.3048,0.6325000000000001,1.2503,-1.7193,-0.6857000000000001,0.6345000000000001,1.1682000000000001,-1.1608,2.4509,1.192,-0.0922,-0.0472,-0.7121000000000001,-0.28240000000000004,0.1534,-0.076,0.41600000000000004,-0.4641,-0.4001,-0.0024000000000000002,-0.2596,0.30410000000000004,-0.0318,0.27240000000000003,-0.1758,-0.0791,-0.0791,0.9976
possibly,1.1029,-0.19340000000000002,0.2808,-0.2008,0.2139,0.5197,-0.0824,0.526,0.0364,0.15360000000000001,0.23620000000000002,0.19060000000000002,0.11220000000000001,-0.1358,0.6308,0.5041,0.0881,-0.365,-0.44630000000000003,-0.0775,-0.2531,-0.4666,0.3513,0.011,0.20470000000000002,-1.4555,-0.1411,-0.029300000000000003,0.8178000000000001,0.25880000000000003,2.5769,-0.23600000000000002,-0.2243,-0.7267,0.26280000000000003,0.16690000000000002,-0.0687,-0.0476,-0.4304,-0.15910000000000002,-0.47290000000000004,-0.1096,0.3604,0.097,0.2738,0.219,-0.0946,0.06670000000000001,0.0108,-0.4738
villages,1.1699,-0.41400000000000003,0.2832,-0.4399,-0.4128,0.0711,-0.5978,0.1963,-0.37020000000000003,-1.0511,-0.4622,-1.546,0.9756,-0.9568000000000001,-0.46540000000000004,0.20320000000000002,1.0794,0.2881,0.2247,0.7504000000000001,-0.4456,0.14780000000000001,0.552,0.8874000000000001,-0.096,0.19720000000000001,-0.5905,0.0971,0.721,-0.3864,3.2349,-0.3296,0.2838,0.17070000000000002,0.3299,1.291,-0.0446,-0.9035000000000001,-0.054,1.3526,-0.8419000000000001,0.032100000000000004,0.7859,-0.45180000000000003,-0.0999,0.020200000000000003,-1.1402,-0.4525,0.0011,-1.3706
sort,0.33590000000000003,0.0625,-0.6782,-0.3467,0.6085,0.1139,0.13770000000000002,0.0046,-0.2028,0.4914,-0.3643,0.3694,-0.2775,0.5404,0.425,0.2796,0.4148,0.1216,0.1194,-0.6324000000000001,-0.12940000000000002,0.3725,-0.24480000000000002,0.21680000000000002,0.5646,-1.4878,-1.0884,0.4828,1.2113,-0.14100000000000001,2.6971,0.1333,-0.4703,-0.4602,-0.44930000000000003,0.123,-0.2479,-0.17120000000000002,-0.078,-0.5301,-0.038700000000000005,-0.08080000000000001,-0.37420000000000003,0.8024,0.0926,-0.1081,0.49960000000000004,0.3395,0.06280000000000001,0.4223
studied,-0.0805,0.454,-1.3336000000000001,-1.1323,-0.1573,0.268,-0.602,-0.4567,-0.9842000000000001,0.088,1.228,0.2263,0.0606,-0.3633,-0.0753,-0.09340000000000001,-0.0746,0.48810000000000003,-0.5720000000000001,0.4092,0.5657,0.6436000000000001,0.48250000000000004,0.1393,0.4917,-1.049,-0.4297,-0.6581,-1.2921,-0.1539,1.9917,-0.8884000000000001,0.2263,-1.9917,0.3181,-0.0567,-0.1388,1.5178,0.9358000000000001,1.1159,-0.13440000000000002,-0.1115,0.4824,0.023200000000000002,0.22390000000000002,0.046900000000000004,0.42810000000000004,-0.39030000000000004,-0.6162000000000001,0.023200000000000002
corner,0.07010000000000001,-0.1071,-0.0959,-0.6774,0.9615,-1.1,-0.8229000000000001,0.19240000000000002,0.5234,-0.249,-0.6962,-0.5216000000000001,-0.7008,0.1952,-0.5622,0.008,0.9236000000000001,-0.6069,-0.745,-0.4007,-0.3009,0.034,-1.0638,0.8211,0.20140000000000002,-1.3089,0.42110000000000003,1.2029,0.2883,-1.0069,2.282,-0.2556,0.5489,0.2926,-0.1759,0.34890000000000004,-0.035500000000000004,0.7467,0.3289,0.06670000000000001,0.5057,0.9658,-0.4116,-0.0659,-0.7142000000000001,0.5976,0.6484,-1.5596,0.333,-0.7477
importance,0.2412,0.9971000000000001,-0.9993000000000001,-0.06330000000000001,0.9685,-0.1869,0.3705,-0.232,0.4949,-0.151,0.34290000000000004,0.3808,-0.08030000000000001,-0.8257,-0.557,0.39540000000000003,0.2918,-0.2957,0.7908000000000001,0.0333,0.08360000000000001,-0.1228,-0.2952,-0.7887000000000001,1.03,-1.266,-0.6873,-0.095,0.1655,0.36660000000000004,2.7427,0.8413,0.1778,-1.4742,-0.326,-0.34390000000000004,-0.6703,0.6058,-1.0552,0.4597,-0.44630000000000003,-0.6126,-0.0025,-0.31070000000000003,-0.1608,0.4455,-0.2771,1.0094,0.0538,-0.14350000000000002
greatest,-0.7634000000000001,1.3811,-0.0946,0.0437,0.35050000000000003,0.0476,-0.0524,0.4247,0.3755,0.9218000000000001,0.0472,0.5022,-0.47390000000000004,0.1746,0.7577,-0.8721,1.1807,0.2185,-0.7869,-0.21250000000000002,-0.5923,-0.36250000000000004,-0.37870000000000004,-0.2252,0.7242000000000001,-1.2469999999999999,-2.1406,-1.2377,0.2637,0.7551,2.4648,0.5032,0.7023,-0.5223,-0.0465,0.5041,0.0103,-0.1642,-0.7961,-0.33940000000000003,-0.34,0.20470000000000002,-0.215,0.14200000000000002,-0.0937,0.4727,-0.43760000000000004,0.3164,-0.46390000000000003,-0.2356
perfect,-0.2025,0.7024,-0.8299000000000001,0.247,1.3044,0.15460000000000002,-0.3009,-0.079,-0.0717,0.6516000000000001,-0.2288,-0.1443,-0.1042,0.7496,0.3168,-0.2859,0.44070000000000004,-0.3456,-0.588,-0.5485,-0.804,0.25680000000000003,-0.25880000000000003,-0.11380000000000001,0.7224,-0.6042000000000001,-0.5486,0.35660000000000003,1.2459,-0.5377000000000001,2.8411,0.1388,-0.578,0.2606,0.15080000000000002,0.1915,0.3312,0.9234,-0.0106,-0.6568,0.1245,-0.2802,-0.41850000000000004,0.2772,-0.2958,0.163,0.8172,-0.16490000000000002,0.3836,0.6488
asking,0.2788,-0.21860000000000002,0.1768,-0.5091,0.765,-0.375,-0.503,0.6125,-0.2041,-0.2275,-0.552,0.32030000000000003,0.44380000000000003,-0.2358,1.063,0.2922,-0.43670000000000003,-0.4318,0.7987000000000001,-0.9952000000000001,0.6013000000000001,0.5751000000000001,0.2788,0.231,0.41150000000000003,-1.94,0.1077,-0.14930000000000002,-0.2727,-1.0238,2.2103,0.5323,-1.007,-0.3169,-0.3514,-0.494,0.5093,-0.4824,0.064,-0.3405,0.22790000000000002,0.3049,0.0736,0.43420000000000003,0.061200000000000004,-0.18860000000000002,-0.6000000000000001,0.6907,-0.2021,0.4706
falls,-0.3788,0.6977,0.2621,-0.579,0.3501,0.16060000000000002,-0.319,0.3764,0.7424000000000001,-0.2642,-0.4354,-0.3624,0.32630000000000003,-0.5026,-0.35100000000000003,0.4545,0.007200000000000001,-0.2686,-0.8598,0.0285,0.4516,-0.24020000000000002,-0.3264,0.11850000000000001,0.2934,-1.4209,-0.5986,0.7899,0.3256,0.1781,2.051,-0.1458,0.8754000000000001,0.2644,0.2801,-1.0385,-0.3538,-0.9400000000000001,0.9349000000000001,-0.49910000000000004,-1.0674,0.11710000000000001,-0.1331,-0.38930000000000003,-0.5661,0.251,0.5629000000000001,-1.1418,0.733,-0.18810000000000002
bird,0.7867000000000001,0.0794,-0.766,0.19310000000000002,0.5501,0.2649,-0.7584000000000001,-0.8818,1.6468,-0.5438000000000001,0.3352,0.444,1.089,0.27040000000000003,0.7447,0.2487,0.24910000000000002,-0.2897,-1.4556,0.356,-1.1725,-0.49860000000000004,0.3534,-0.1418,0.7173,-1.1416,-0.038700000000000005,0.2752,-0.0177,-0.44010000000000005,1.9597,-0.06470000000000001,0.4718,-0.03,-0.31620000000000004,0.26980000000000004,0.5619000000000001,-0.2788,-0.36360000000000003,-0.2192,-0.7505000000000001,0.31820000000000004,0.29350000000000004,0.2511,1.6111,0.7134,-0.1524,-0.2536,0.2642,0.1588
unlike,0.4035,0.253,0.0589,0.016300000000000002,-0.16720000000000002,0.49870000000000003,-0.4666,-0.3967,-0.4248,0.22460000000000002,0.1797,0.3161,0.17300000000000001,0.2526,0.2155,0.42150000000000004,0.0922,0.266,-0.07930000000000001,-0.509,-0.30310000000000004,-0.4292,0.1109,0.46030000000000004,-0.0728,-1.1166,-0.6532,-0.1693,0.0044,-0.035500000000000004,2.3802,-0.1746,0.0066,-0.5775,0.1781,0.0805,-0.0876,0.07250000000000001,-0.758,-0.1578,-0.1529,0.2444,0.07690000000000001,0.528,0.1637,0.372,-0.2165,-0.39130000000000004,-0.5627,0.10640000000000001
garden,0.6114,1.6499000000000001,-1.0911,0.31220000000000003,0.3685,-0.9254,-0.9951000000000001,-0.8339000000000001,-0.33680000000000004,-0.449,-1.0569,0.009600000000000001,0.4978,-0.6804,0.3267,0.43660000000000004,0.4292,0.7043,-0.45070000000000005,-0.5601,0.6535000000000001,-0.2627,-0.3462,-0.21730000000000002,-0.0689,-0.2442,-0.20320000000000002,0.6980000000000001,0.4388,-0.589,2.2087,-0.3578,-0.18480000000000002,-0.3916,-0.4297,0.6476000000000001,0.0076,0.8539,0.2727,-0.22460000000000002,0.1975,-0.6715,-0.42360000000000003,0.40440000000000004,1.0006,0.5752,-0.2624,-1.7393,0.0105,-0.0346
watching,-0.0049,0.12610000000000002,0.1406,-0.1642,0.621,-0.8584,-1.0065,0.2677,-0.1116,-0.015300000000000001,-0.4082,-0.0228,-0.24810000000000001,0.7708,1.2017,0.4063,0.0641,0.37170000000000003,-0.7579,-0.796,0.24680000000000002,0.9908,0.443,0.5576,0.9462,-1.274,-0.3699,0.5225000000000001,0.515,-0.6238,2.1436,1.1702,0.2068,-0.613,-0.43110000000000004,0.23340000000000002,-0.1734,0.033600000000000005,-0.298,-0.4847,-0.5846,0.4262,-0.42150000000000004,0.4247,0.459,-0.041,0.20700000000000002,-0.5846,-0.3183,0.3156
snow,-0.044700000000000004,1.3575,0.4237,0.08310000000000001,-1.2115,0.2757,-0.9029,0.28190000000000004,0.1207,-0.9559000000000001,-0.5009,-0.15030000000000002,0.44380000000000003,0.1691,0.2953,0.8826,0.26580000000000004,0.0026000000000000003,-1.24,-1.1411,-0.2553,0.1449,1.4263,-0.8022,0.7958000000000001,-0.35960000000000003,-0.4053,1.4613,1.1313,0.2796,2.1674,0.31770000000000004,-0.1095,0.3055,0.108,0.0947,-0.3377,-0.0099,0.7301000000000001,0.506,-0.9365,0.714,0.2973,-0.4302,0.48050000000000004,-0.1163,0.2066,-0.6223000000000001,0.0738,-0.37070000000000003
pushed,-0.38530000000000003,-0.8491000000000001,0.862,-0.6896,-0.20020000000000002,-0.10830000000000001,-0.7124,0.21530000000000002,-0.2356,-0.2371,-0.211,-0.4102,-0.7811,0.1338,-0.15860000000000002,0.1486,0.0523,-0.7666000000000001,-0.08560000000000001,-0.7154,0.22240000000000001,-0.0912,-0.34900000000000003,-0.6478,0.0449,-1.5948,0.6319,0.37270000000000003,0.2285,0.2607,2.4418,0.31,0.0008,0.1584,-0.3861,-0.47200000000000003,-0.5359,0.0054,-0.023200000000000002,-0.47440000000000004,-0.6415000000000001,0.23820000000000002,0.1438,-0.2538,-0.0663,-0.1135,0.0708,-0.38220000000000004,-0.11180000000000001,-0.5502
elsewhere,0.8029000000000001,-0.4298,0.1996,-0.31270000000000003,-0.051000000000000004,-0.5524,-0.6368,0.4217,-0.2157,0.051300000000000005,0.12860000000000002,-0.6711,0.1148,-0.7962,0.2485,0.5654,0.1388,-0.49970000000000003,-0.3151,-0.09330000000000001,0.26830000000000004,-0.09140000000000001,0.0697,0.42750000000000005,-0.23870000000000002,-1.0074,-0.0799,-0.0076,0.5548000000000001,-0.0246,2.8015,0.4116,0.6002000000000001,-1.118,-0.0436,-0.0007,-0.73,-0.006900000000000001,-0.46730000000000005,0.0125,-0.24960000000000002,0.0653,0.7163,-0.038900000000000004,0.4429,0.41440000000000005,-0.30810000000000004,0.0024000000000000002,-0.29810000000000003,-0.4005
arm,0.0196,-0.9975,0.0731,-0.1237,0.7658,0.7835000000000001,-0.1307,-0.1784,1.2526,-0.6443,0.5284,0.5828,-1.4038,0.863,-1.2971,0.212,-0.30310000000000004,0.1067,-0.2414,-0.15610000000000002,0.0799,0.7064,-0.19060000000000002,-0.5286000000000001,-0.30360000000000004,-1.4854,0.4685,0.2886,-0.33290000000000003,-0.3491,3.0068,0.40140000000000003,0.6646000000000001,1.0671,-0.6212,0.4551,-0.2076,0.0352,0.5572,-0.3069,0.2844,0.0789,-0.7642,0.4772,0.0994,-0.4868,0.2554,-0.2073,-0.1961,-0.2341
struggle,0.145,-0.1458,0.043000000000000003,-0.3557,0.1497,0.2983,0.29910000000000003,0.5484,-0.36510000000000004,0.22790000000000002,-0.404,-0.4033,-1.0351,0.0723,-0.0053,-0.3209,0.2479,-0.1834,0.4439,0.27090000000000003,-0.6423,0.39940000000000003,-0.3466,-0.06670000000000001,0.439,-1.5202,-0.6441,-1.0325,0.5685,1.0875,2.6573,0.5813,-0.8170000000000001,-0.15560000000000002,-0.7777000000000001,0.0514,-1.1546,-0.5072,-0.31870000000000004,-0.5439,-0.8086,-0.3554,-0.3745,0.3075,0.2985,0.2851,0.031200000000000002,-0.3834,-0.5262,-0.7349
length,0.169,1.2401,0.06720000000000001,-0.3896,0.3119,1.1172,0.7573000000000001,-0.8893000000000001,0.6834,-0.7536,-0.1708,-0.374,-0.024800000000000003,-0.0158,0.1796,-0.0434,-0.1631,-0.061500000000000006,-0.8431000000000001,-0.8104,-0.3649,-0.39840000000000003,0.9004000000000001,-0.0417,0.3829,-0.4184,-0.074,1.1279,0.2886,-0.18610000000000002,3.1709,-0.2681,0.5761000000000001,0.6188,0.2998,-0.43720000000000003,0.62,0.3729,-0.7694000000000001,0.055900000000000005,0.1854,0.024,0.2076,0.3058,-1.4075,-0.8818,1.3267,-0.5072,-0.627,0.0611
tree,0.6223000000000001,1.1985999999999999,-0.014100000000000001,0.2013,0.6942,0.1207,-0.904,-1.4023,0.43360000000000004,-0.4854,-0.4645,0.15760000000000002,0.5426,-0.3247,-0.0256,0.45740000000000003,0.1656,0.1882,0.0621,-0.8642000000000001,-1.0425,-0.8116,0.3126,-0.2028,0.5573,-0.2863,-0.1487,1.0098,0.2504,-0.532,2.3793,-0.7697,-0.6322,0.32030000000000003,0.1507,0.2333,-0.2625,-0.29460000000000003,0.7671,-0.1158,-0.6813,-0.6541,-0.5891000000000001,0.24680000000000002,1.5904,0.3302,0.4151,-1.7468,0.8245,-1.0886
seeing,0.41540000000000005,0.07680000000000001,0.1812,-0.5741,0.7178,-0.1433,-0.6475000000000001,0.3874,-0.0565,0.2908,0.0713,0.0398,-0.538,-0.1469,0.7641,0.2602,-0.019100000000000002,-0.264,-0.2627,-0.6968000000000001,-0.0887,0.6228,0.035,-0.0472,0.8352,-1.2788,-0.8584,0.36510000000000004,0.8806,-0.2093,2.3208,0.7565000000000001,0.4973,-0.773,-0.28,-0.0526,-0.2816,-0.037200000000000004,-0.069,-0.335,-0.4612,0.1336,-0.138,-0.0137,0.5391,-0.405,0.0511,-0.3316,0.0587,0.1952
surprise,0.4314,0.2556,-0.0055000000000000005,0.2672,0.41850000000000004,-0.3028,-0.429,1.2554,-0.37420000000000003,0.42210000000000003,-0.3816,-0.451,-0.2484,-0.1889,0.8561000000000001,-0.15810000000000002,0.1308,-0.7779,-1.0247,-0.47490000000000004,0.054,-0.1516,-0.1883,-0.3684,0.4451,-1.5710000000000002,-0.5578000000000001,0.2182,0.2632,0.1836,2.0894,0.6885,-0.16340000000000002,-0.1216,0.038400000000000004,-0.302,0.0669,0.2185,-0.47900000000000004,-1.1706,0.0935,0.2861,-0.556,-0.6543,0.6678000000000001,0.0497,-0.005200000000000001,0.7006,0.3246,0.2452
sharp,-0.4431,-0.3214,0.012700000000000001,-0.3048,0.08370000000000001,0.8007000000000001,0.09530000000000001,-0.2215,-0.3791,0.0772,-0.5346000000000001,-0.328,-0.392,-0.155,-0.46630000000000005,-0.0849,-0.328,-1.0069,-0.6098,-1.0687,0.2612,-0.3492,-0.2164,-1.0629,0.3735,-1.2373,-0.13820000000000002,0.6911,0.35750000000000004,0.5636,2.9314,-0.0143,1.4112,0.2187,-0.095,-0.5231,-0.6441,0.0026000000000000003,-0.079,-0.487,-0.17420000000000002,0.9127000000000001,-0.4234,-0.4698,1.0179,-0.2982,0.8091,0.3765,0.089,0.2973
resistance,0.3251,-0.4632,0.30720000000000003,-0.7091000000000001,0.10260000000000001,0.1637,1.1921,0.3043,-0.2796,0.0088,0.6334000000000001,-0.6940000000000001,-0.08560000000000001,-0.3073,-0.9417000000000001,0.033100000000000004,0.44980000000000003,-0.1394,-0.5143,-0.1776,-0.76,-0.4093,0.0737,-0.6037,-0.4605,-1.3403,-0.45530000000000004,-0.6957,0.532,1.4395,2.9016,-0.198,-0.8792000000000001,-0.4718,-0.5818,0.166,-0.2068,-0.255,-0.33080000000000004,0.20980000000000001,0.2957,0.0045000000000000005,-0.3758,-0.0201,1.3329,-0.435,-0.126,-0.084,-0.5521,-0.5333
discussed,0.876,0.7421,-0.6993,0.145,0.0806,0.22310000000000002,-0.4248,-0.329,-0.5761000000000001,-0.4237,-0.4208,0.5442,-0.7089000000000001,0.3357,0.5931000000000001,0.4269,-0.0308,-0.48310000000000003,1.0474,-0.0432,0.6411,0.31220000000000003,0.6913,-0.3365,0.3045,-1.1657,0.5166000000000001,0.22710000000000002,-0.5549000000000001,0.3901,2.4118,0.0577,-0.6675,-1.0096,0.051800000000000006,-0.36260000000000003,-0.3971,0.48610000000000003,-1.0033,0.5865,-0.5866,0.18960000000000002,0.16390000000000002,-0.132,0.27840000000000004,0.0106,-0.2078,1.5822,-0.4585,0.09910000000000001
letters,0.2873,1.0655000000000001,0.155,-0.8904000000000001,0.375,0.3783,-0.4565,-0.2311,-0.8335,-0.4148,-0.635,0.902,1.0372,-0.4292,0.509,-1.0022,-1.726,-0.45420000000000005,0.1986,-0.4843,0.49760000000000004,-0.0786,1.1881,-0.053500000000000006,0.2165,-1.3923,-0.6865,0.0371,-0.5466,-1.1516,2.2168,-0.4868,-0.2627,-0.5946,-0.0106,0.09230000000000001,0.5344,-0.6218,-0.32980000000000004,-0.0741,1.354,-0.0025,0.046200000000000005,0.3542,-0.0016,0.085,-0.1474,0.7238,-0.4681,-0.5998
delay,0.9046000000000001,-0.37,0.20700000000000002,0.2589,-0.7209,0.7041000000000001,0.10690000000000001,1.1472,0.507,0.0645,-0.7759,-0.1075,-0.3682,0.052000000000000005,0.8217,0.1854,-0.37060000000000004,-0.9229,0.3955,-0.8256,0.7994,-0.298,-0.2536,-0.3891,0.40280000000000005,-1.5322,0.7291000000000001,-0.09720000000000001,0.5542,0.6957,2.4223,0.013800000000000002,-1.086,-0.1547,0.07980000000000001,-0.5508000000000001,0.6497,-0.2783,-0.3246,-0.2421,-0.4446,0.37720000000000004,-0.6942,0.22970000000000002,-0.3941,-0.127,0.2132,1.2459,-0.5293,0.8094
sending,0.5139,-0.42960000000000004,1.0138,-0.6977,0.32680000000000003,-0.51,-0.6626000000000001,0.3355,0.3926,-0.1335,-0.22990000000000002,0.0838,0.2629,0.2669,0.1124,-0.5174,-0.5347000000000001,-0.645,-0.4194,-0.7284,0.38930000000000003,0.1819,0.4207,-0.40650000000000003,0.2066,-1.6598000000000002,0.75,0.16340000000000002,0.2605,-0.4046,2.4789,0.41390000000000005,-0.2609,-0.21880000000000002,-0.367,0.18130000000000002,-0.3272,-0.5507000000000001,-0.374,-0.0897,0.43470000000000003,0.38920000000000005,0.6916,-0.2715,0.468,0.054400000000000004,0.1004,0.7103,-0.5863,-0.6896
whatever,0.23340000000000002,0.08320000000000001,-0.0403,-0.2333,0.9054000000000001,0.048,0.3477,0.39580000000000004,-0.0218,0.2654,-0.227,0.7356,-0.2877,-0.33680000000000004,0.6346,0.6736000000000001,0.7215,-0.0891,0.5750000000000001,-0.9305,-0.031,0.147,0.17320000000000002,-0.1039,0.6697000000000001,-1.5602,-0.8727,0.049800000000000004,1.3519,-0.6225,2.5952,0.7161000000000001,-0.9129,-0.4184,-0.2474,0.2247,-0.0078000000000000005,-0.028,0.09570000000000001,-0.42860000000000004,0.038,-0.1748,-0.046900000000000004,0.4939,-0.18030000000000002,0.1953,0.0697,0.5674,0.08370000000000001,0.5067
wave,0.5162,-0.128,0.6309,-0.2514,-0.9894000000000001,0.3367,0.2016,-0.1976,-0.09580000000000001,0.8502000000000001,0.2772,-0.7539,-0.048100000000000004,0.7891,-0.1216,-0.29710000000000003,-0.0258,-0.17,-1.6043,-0.5844,0.2021,-0.37110000000000004,-0.4313,0.0766,0.31120000000000003,-1.0285,-0.6362,-0.0032,0.5991000000000001,0.7778,2.8047,0.16620000000000001,-0.0649,-0.6764,-1.0183,-0.20420000000000002,-0.3234,-1.5862,-0.218,0.2529,-0.4223,0.6354000000000001,-0.49610000000000004,0.0023,0.5137,-0.065,0.5355,-0.363,-0.0492,-0.6236
weak,-0.2624,-1.1103,0.5027,-0.4305,0.37470000000000003,-0.3055,0.36710000000000004,0.2594,-0.1699,0.5424,0.6392,0.1135,-0.3919,0.31520000000000004,-0.429,0.4998,-0.2376,-0.7931,0.34490000000000004,-0.4788,-0.5194,-0.5066,0.0577,-0.318,-0.0801,-1.0289,-0.1507,0.5094000000000001,0.6072000000000001,1.3049,3.2575,0.11850000000000001,1.5057,-0.3665,-0.1773,-0.2093,-0.5953,-0.025900000000000003,-0.29650000000000004,-1.1387,-0.53,0.0673,0.095,0.0497,0.5132,-0.1119,-0.0071,0.2378,0.6887,0.13870000000000002
animal,0.4965,-0.6514,-1.0869,-0.10200000000000001,0.8172,0.923,-0.5621,-1.3801,1.8115,0.0684,0.6391,0.2447,1.0308,0.10200000000000001,0.485,-0.0839,0.6169,0.35810000000000003,-0.752,-0.3548,-0.14170000000000002,0.042300000000000004,0.4224,-0.2101,0.2894,-1.1214,-0.5278,-0.0463,0.0646,-0.43920000000000003,2.4004,-0.2972,-0.1976,-0.8872,-0.6296,0.6409,0.1474,-0.0089,0.3957,0.0609,-0.3392,-0.159,0.2212,0.8381000000000001,1.6032000000000002,-0.0103,-0.3684,-0.32,0.46580000000000005,-0.1081
st,0.6486000000000001,2.4722,-0.6445000000000001,-1.114,0.23140000000000002,0.019700000000000002,-0.9186000000000001,0.1908,-0.1942,-0.4948,0.2341,0.7311000000000001,-0.6123000000000001,-1.2222,-0.9378000000000001,0.1332,-0.3504,-0.9625,-1.2711999999999999,0.4408,-0.11180000000000001,0.1422,-0.8016000000000001,0.46080000000000004,-0.4339,-0.2823,0.03,-0.5343,-1.0732,0.402,1.6818,0.4728,1.0622,-0.389,0.595,-0.37820000000000004,1.1789,0.0718,0.8268000000000001,0.2204,0.757,-0.39880000000000004,-0.2926,-0.06520000000000001,-0.23900000000000002,1.7483,-0.7477,-1.522,0.5987,-0.5633
sir,0.15410000000000001,0.7593000000000001,-0.4713,-0.6842,0.6666000000000001,0.0207,-0.8214,0.3269,-0.8044,-1.3497,-0.3568,2.2755,-0.46490000000000004,-1.3152,0.0737,0.36050000000000004,0.8815000000000001,-0.5005000000000001,-1.1042,-0.4365,0.9338000000000001,0.34500000000000003,-0.4742,-0.676,0.9115000000000001,-0.9401,-0.2892,-1.5305,-0.6965,1.4353,0.8442000000000001,-0.7129000000000001,-0.1554,-0.11280000000000001,1.1054,-0.017,0.4893,0.0648,-0.0246,-0.3904,0.8476,1.014,-0.723,-0.6516000000000001,0.1351,0.5072,-0.8202,-1.2929,0.2822,0.48
filled,0.49420000000000003,0.5445,0.06520000000000001,-0.4702,0.4238,-0.0618,-0.799,-0.0473,-0.049100000000000005,-0.08940000000000001,-0.8438,-0.5578000000000001,0.32780000000000004,0.6647000000000001,0.5371,-0.2676,-0.1744,0.4409,-0.35450000000000004,-1.2822,0.41600000000000004,0.23170000000000002,0.3874,-0.0396,-0.1976,-0.7658,-0.46240000000000003,1.444,0.7447,-0.125,2.3926,0.0235,0.0712,-0.38580000000000003,-0.1673,1.1936,0.0067,0.337,0.5303,0.12430000000000001,0.1744,0.4305,-0.4938,0.6509,0.18510000000000001,0.5085000000000001,-0.4132,-0.5723,-0.0821,-1.0588
hoping,0.4572,-0.0645,0.542,-0.1278,0.216,-0.5944,-0.9311,1.0929,-0.049600000000000005,0.3503,-0.17070000000000002,-0.12760000000000002,-0.25020000000000003,0.0902,0.3851,0.7163,0.6096,-0.6108,0.0524,-0.6612,0.23320000000000002,0.0917,-0.4108,0.09480000000000001,0.3512,-1.509,0.0815,-0.3491,0.221,-0.603,2.3227,1.4021,-0.757,-0.18380000000000002,-0.0985,-0.246,-0.48160000000000003,0.2695,-0.0438,-1.1159,-0.39880000000000004,-0.1398,-0.1494,-0.17830000000000001,0.4279,0.2872,-0.0078000000000000005,0.09430000000000001,-0.075,-0.28700000000000003
memory,0.2328,0.8684000000000001,1.1254,0.5172,0.7524000000000001,0.2943,0.49560000000000004,-0.3271,0.0737,0.6522,0.2505,0.181,0.0482,-0.5878,0.5091,0.3126,-1.4426,0.2717,0.6326,-0.30260000000000004,0.1134,-0.0913,-0.7257,-0.6316,1.1439,-0.6668000000000001,-0.9883000000000001,-0.789,0.9211,0.024900000000000002,2.7919,-0.1705,0.1688,-0.9221,0.0044,1.1182,0.5745,0.11620000000000001,0.3582,-0.2992,0.3413,-0.32130000000000003,-0.9467000000000001,0.39780000000000004,0.1432,0.6006,0.5972000000000001,-0.5726,-0.2008,-0.4098
treated,0.8102,-0.27390000000000003,-0.5337000000000001,-0.8698,0.32630000000000003,0.6312,0.165,0.7568,0.1709,0.0152,0.8057000000000001,-0.115,0.488,-0.3693,0.6033000000000001,0.2228,-0.5107,0.4077,0.0722,-0.2838,-0.8903000000000001,0.9907,1.1008,-0.1375,-0.1105,-1.3493,-0.2263,0.4011,0.1265,-0.0414,2.3019,0.11270000000000001,0.5724,-0.8397,0.14980000000000002,0.3875,1.0499,0.4571,0.5836,0.22410000000000002,-0.2447,0.0064,0.6931,1.0391,0.8709,-0.427,-1.2671999999999999,-0.09190000000000001,-0.3235,0.20650000000000002
